AÑO; CIIU;Descripción;Personas trabajadoras con cobertura (promedio);Total de casos notificados;Casos con días de baja y secuelas incapacitantes;Personas trabajadoras fallecidas;Índice de incidencia [1];Índice de incidencia de casos mortales [2];
2019;864;Servicios de emergencias y traslados;10.512;692;571;0;54.300;0.000;
2019;869;Servicios relacionados con la salud humana n.c.p.;111.501;8.688;5.685;0;51.000;0.000;
2019;870;Servicios sociales con alojamiento;24.315;2.607;2.460;0;101.200;0.000;
2019;880;Servicios sociales sin alojamiento;2.869;126;116;0;40.400;0.000;
2019;900;Servicios artísticos y de espectáculos;10.601;446;423;0;39.900;0.000;
2019;910;Servicios de bibliotecas. archivos y museos y servicios culturales n.c.p.;13.070;687;644;0;49.300;0.000;
2019;920;Servicios relacionados con juegos de azar y apuestas;31.225;1.520;1.461;0;46.800;0.000;
2019;931;Servicios para la práctica deportiva;36.759;2.078;1.983;2;53.900;54.400;
2019;939;Servicios de esparcimiento n.c.p.;12.176;747;691;1;56.700;82.100;
2019;941;Servicios de organizaciones empresariales. profesionales y de empleadores;29.529;976;901;1;30.500;33.900;
2019;942;Servicios de sindicatos;19.151;637;592;1;30.900;52.200;
2019;949;Servicios de asociaciones n.c.p.;144.873;6.032;5.536;5;38.200;34.500;
2019;951;Reparación y mantenimiento de equipos informáticos y equipos de comunicación;1.801;59;55;1;30.500;555.200;
2019;952;Reparación de efectos personales y enseres domésticos;1.527;77;75;0;49.100;0.000;
2019;960;Servicios personales n.c.p.;33.135;1.930;1.778;2;53.700;60.400;
2019;990;Servicios de organizaciones y órganos extraterritoriales;13.301;633;602;0;45.300;0.000;
2019;;Sin datos;11;378;170;0;-;-;
2018;111;Producción agropecuaria;277.533;22.979;22.142;52;79.800;187.400;
2018;112;Servicios agropecuarios;58.678;3.057;2.942;4;50.100;68.200;
2018;113;Caza ordinaria y mediante trampas y repoblación de animales;145;6;6;0;41.300;0.000;
2018;121;Silvicultura;5.306;458;438;3;82.600;565.400;
2018;122;Extracción de madera;3.538;298;281;0;79.400;0.000;
2018;130;Pesca;12.283;1.545;1.410;11;114.800;895.500;
2018;210;Explotación de minas de carbón;2.358;106;101;0;42.800;0.000;
2018;220;Producción de petróleo crudo y gas natural;46.490;2.568;2.399;6;51.600;129.100;
2018;230;Extracción de minerales metálicos;9.422;238;206;0;21.900;0.000;
2018;290;Extracción de otros minerales;12.252;1.162;1.044;4;85.200;326.500;
2018;311;Fabricación de productos alimentarios excepto bebidas;265.981;23.139;21.692;20;81.600;75.200;
2018;312;Fabricación de productos alimentarios excepto bebidas;34.118;2.983;2.840;1;83.200;29.300;
2018;313;Industrias de bebidas;56.828;3.625;3.443;2;60.600;35.200;
2018;314;Industria del tabaco;5.917;235;197;0;33.300;0.000;
2018;321;Fabricación de textiles;55.829;4.352;4.095;4;73.300;71.600;
2018;322;Fabricación de prendas de vestir excepto calzado;39.329;1.855;1.765;0;44.900;0.000;
2018;323;Industria del cuero y productos de cuero y sucedáneos de cuero y pieles excepto calzado y otras prendas de vestir;10.154;1.188;1.051;1;103.500;98.500;
2018;324;Fabricación de calzado excepto el de caucho vulcanizado o moldeado  o de plástico;14.377;779;731;1;50.800;69.600;
2018;331;Industria de la madera y productos de madera y de corcho excepto muebles;24.971;2.762;2.591;6;103.800;240.300;
2018;332;Fabricación de muebles y accesorios excepto los que son  principalmente metálicos;16.571;1.559;1.478;1;89.200;60.300;
2018;341;Fabricación de papel y productos de papel;33.024;3.104;2.903;2;87.900;60.600;
2018;342;Imprentas. editoriales e industrias conexas;35.317;1.630;1.533;2;43.400;56.600;
2018;351;Fabricación de sustancias químicas industriales;21.796;1.123;1.041;1;47.800;45.900;
2018;352;Fabricación de productos químicos no clasificados en otra parte;87.773;4.867;4.575;5;52.100;57.000;
2018;353;Refinerías de petróleo;6.107;251;228;0;37.300;0.000;
2018;354;Fabricación de productos diversos derivados del petróleo y del carbón;2.407;149;103;0;42.800;0.000;
2018;355;Fabricación de productos de caucho;18.750;1.764;1.573;1;83.900;53.300;
2018;356;Fabricación de productos plásticos no clasificados en otra parte;50.481;4.956;4.639;6;91.900;118.900;
2018;361;Fabricación de objetos de barro. loza y porcelana;3.829;373;355;1;92.700;261.100;
2018;362;Fabricación de vidrio y productos de vidrio;7.002;755;722;1;103.100;142.800;
2018;369;Fabricación de otros productos minerales no metálicos;32.059;4.866;4.553;2;142.000;62.400;
2018;371;Industrias básicas de hierro y acero;27.138;2.426;2.163;4;79.700;147.400;
2018;372;Industrias básicas de metales no férreos;9.978;1.205;1.008;3;101.000;300.700;
2018;381;Fabricación de productos metálicos exceptuando maquinaria y equipo;95.046;11.505;10.811;11;113.700;115.700;
2018;382;Construcción de maquinaria exceptuando la eléctrica;57.030;5.960;5.557;6;97.400;105.200;
2018;383;Construcción de maquinaria. aparatos. accesorios y suministros eléctricos;50.722;3.855;3.539;5;69.800;98.600;
2018;384;Construcción de material de transporte;103.646;9.028;8.223;10;79.300;96.500;
2018;385;Fabricación de equipo profesional y científico. instrumentos de  medida y de control no clasificados en otra parte y aparatos  fotográficos e instrumentos de óptica;8.565;478;450;0;52.500;0.000;
2018;390;Otras industrias manufactureras;16.472;1.277;1.201;0;72.900;0.000;
2018;410;Electricidad. gas y vapor;68.289;3.635;3.413;8;50.000;117.100;
2018;420;Obras hidráulicas y suministro de agua;24.060;1.327;1.290;1;53.600;41.600;
2018;500;Construcción;469.959;54.639;52.539;96;111.800;204.300;
2018;611;Comercio al por mayor de productos alimentarios. bebidas y tabaco;116.950;7.162;6.860;15;58.700;128.300;
2018;612;Comercio al por mayor de productos alimentarios. bebidas y tabaco;26.745;2.226;2.134;3;79.800;112.200;
2018;613;Comercio al por mayor de textiles. prendas de vestir y cuero;19.663;734;714;1;36.300;50.900;
2018;614;Comercio al por mayor de madera. papel y derivados;25.727;1.503;1.436;0;55.800;0.000;
2018;615;Comercio al por mayor de sustancias químicas industriales y materias primas para la  elaboración de plásticos;67.799;3.068;2.931;7;43.200;103.200;
2018;616;Comercio al por mayor de porcelana. loza. vidrio. y materiales para la construcción;16.484;1.134;1.089;1;66.100;60.700;
2018;617;Comercio al por mayor de productos metálicos;15.437;1.219;1.170;1;75.800;64.800;
2018;618;Comercio al por mayor de motores. máquinas y equipos (industriales. comerciales y domésticos);64.838;2.628;2.474;4;38.200;61.700;
2018;619;Comercio al por mayor de productos no clasificados en otra parte;52.702;3.297;3.155;3;59.900;56.900;
2018;621;Comercio al por menor de productos alimentarios. bebidas y tabacos;106.964;6.243;6.020;10;56.300;93.500;
2018;622;Comercio al por menor de productos alimentarios. bebidas y tabacos;6.458;174;171;0;26.500;0.000;
2018;623;Comercio al por menor de textiles. prendas de vestir y cuero;83.003;2.423;2.329;2;28.100;24.100;
2018;624;Comercio al por menor de artículos no clasificados en otra parte;498.206;28.047;26.865;21;53.900;42.200;
2018;631;Expendio de comidas y bebidas en restaurantes. cafés y otros establecimientos con servicio de mesa y/o en mostrador;204.336;14.729;14.195;9;69.500;44.000;
2018;632;Servicios de alojamiento. comida y hospedaje prestados en hoteles. casas de huéspedes. campamentos y otros lugares  de alojamiento;64.804;4.246;4.013;5;61.900;77.200;
2018;711;Transporte terrestre;444.788;31.385;30.172;74;67.800;166.400;
2018;712;Transporte por agua;21.995;1.297;1.235;1;56.100;45.500;
2018;713;Transporte aéreo;21.355;1.215;1.156;3;54.100;140.500;
2018;719;Servicios conexos con los de transportes;92.590;6.700;6.417;7;69.300;75.600;
2018;720;Comunicaciones;118.089;7.778;7.496;7;63.500;59.300;
2018;810;Establecimientos y servicios financieros;153.334;2.436;2.282;3;14.900;19.600;
2018;820;Seguros;75.001;1.861;1.515;0;20.200;0.000;
2018;831;Bienes inmuebles;97.204;4.497;4.312;3;44.400;30.900;
2018;832;Servicios técnicos y profesionales excepto los sociales y comunales;546.530;24.591;23.379;51;42.800;93.300;
2018;833;Alquiler y arrendamiento de maquinaria y equipo;8.286;523;499;0;60.200;0.000;
2018;910;Administración pública y defensa;2.394.120;101.660;92.698;112;38.700;46.800;
2018;920;Servicios de saneamiento y similares;149.579;19.557;17.928;14;119.900;93.600;
2018;931;Instrucción y enseñanza;713.743;12.088;10.903;4;15.300;5.600;
2018;932;Investigación y ciencias;37.044;732;644;0;17.400;0.000;
2018;933;Servicios médicos y odontológicos; otros servicios de sanidad y veterinaria;320.553;21.729;15.608;7;48.700;21.800
2018;934;Servicios de asistencia social;28.820;2.759;2.613;1;90.700;34.700;
2018;935;Servicios de asociaciones comerciales. profesionales y laborales;203.726;9.704;7.385;5;36.200;24.500;
2018;939;Servicios sociales y comunales conexos no clasificados en otra parte;69.924;2.767;2.520;2;36.000;28.600;
2018;941;Servicios relacionados con películas cinematográficas. radio. televisión. obras y espectáculos teatrales y musicales. etc.;44.110;1.495;1.434;1;32.500;22.700;
2018;942;Servicios culturales de bibliotecas. museos. etc.;5.055;389;372;1;73.600;197.800;
2018;949;Servicios de diversión y esparcimiento no clasificados en otra parte;85.919;4.542;4.382;2;51.000;23.300;
2018;951;Servicios de reparación de artículos personales y de los hogares;24.994;1.976;1.868;4;74.700;160.000;
2018;952;Servicios de lavandería. establecimientos de limpieza y teñido;4.855;353;314;2;64.700;412.000;
2018;953;Servicios domésticos;47.323;954;884;2;18.700;42.300;
2018;959;Servicios personales no clasificados en otra parte;61.576;3.320;3.155;2;51.200;32.500;
2018;0;Sin clasificar;58;4;4;0;69.300;0.000;
2018;;Sin datos;0;19;15;0;-;-;
2017;111;Producción agropecuaria;277.778;23.512;22.621;57;81.400;205.200;
2017;112;Servicios agropecuarios;51.503;2.967;2.852;5;55.400;97.100;
2017;113;Caza ordinaria y mediante trampas y repoblación de animales;129;3;3;0;23.300;0.000;
2017;121;Silvicultura;5.591;498;480;1;85.900;178.900;
2017;122;Extracción de madera;3.295;279;271;2;82.200;606.900;
2017;130;Pesca;12.537;1.685;1.551;12;123.700;957.200;
2017;210;Explotación de minas de carbón;2.755;213;207;0;75.100;0.000;
2017;220;Producción de petróleo crudo y gas natural;40.394;2.135;2.004;4;49.600;99.000;
2017;230;Extracción de minerales metálicos;9.662;372;304;1;31.500;103.500;
2017;290;Extracción de otros minerales;11.731;1.008;960;2;81.800;170.500;
2017;311;Fabricación de productos alimentarios excepto bebidas;270.032;24.470;23.260;26;86.100;96.300;
2017;312;Fabricación de productos alimentarios excepto bebidas;34.348;3.015;2.892;2;84.200;58.200;
2017;313;Industrias de bebidas;55.649;3.589;3.421;6;61.500;107.800;
2017;314;Industria del tabaco;6.264;279;233;0;37.200;0.000;
2017;321;Fabricación de textiles;58.398;4.800;4.509;4;77.200;68.500;
2017;322;Fabricación de prendas de vestir excepto calzado;43.046;2.225;2.130;1;49.500;23.200;
2017;323;Industria del cuero y productos de cuero y sucedáneos de cuero y pieles excepto calzado y otras prendas de vestir;10.526;1.158;1.068;1;101.500;95.000;
2017;324;Fabricación de calzado excepto el de caucho vulcanizado o moldeado  o de plástico;18.891;1.156;1.080;0;57.200;0.000;
2017;331;Industria de la madera y productos de madera y de corcho excepto muebles;25.780;2.882;2.758;8;107.000;310.300;
2017;332;Fabricación de muebles y accesorios excepto los que son  principalmente metálicos;16.406;1.571;1.509;1;92.000;61.000;
2017;341;Fabricación de papel y productos de papel;33.374;3.373;3.180;3;95.300;89.900;
2017;342;Imprentas. editoriales e industrias conexas;37.950;1.925;1.816;2;47.900;52.700;
2017;351;Fabricación de sustancias químicas industriales;22.931;1.291;1.205;1;52.500;43.600;
2017;352;Fabricación de productos químicos no clasificados en otra parte;90.359;5.682;5.303;6;58.700;66.400;
2017;353;Refinerías de petróleo;5.983;362;307;0;51.300;0.000;
2017;354;Fabricación de productos diversos derivados del petróleo y del carbón;2.317;106;101;0;43.600;0.000;
2017;355;Fabricación de productos de caucho;19.601;1.947;1.825;2;93.100;102.000;
2017;356;Fabricación de productos plásticos no clasificados en otra parte;50.972;5.303;5.094;4;99.900;78.500;
2017;361;Fabricación de objetos de barro. loza y porcelana;3.906;420;402;0;102.900;0.000;
2017;362;Fabricación de vidrio y productos de vidrio;7.266;827;780;1;107.300;137.600;
2017;369;Fabricación de otros productos minerales no metálicos;39.914;5.199;4.953;2;124.100;50.100;
2017;371;Industrias básicas de hierro y acero;25.943;2.355;2.033;0;78.400;0.000;
2017;372;Industrias básicas de metales no férreos;9.824;1.103;1.028;0;104.600;0.000;
2017;381;Fabricación de productos metálicos exceptuando maquinaria y equipo;96.456;11.994;11.338;18;117.500;186.600;
2017;382;Construcción de maquinaria exceptuando la eléctrica;57.089;6.228;5.821;4;102.000;70.100;
2017;383;Construcción de maquinaria. aparatos. accesorios y suministros eléctricos;51.638;4.110;3.880;2;75.100;38.700;
2017;384;Construcción de material de transporte;101.695;9.703;8.854;14;87.100;137.700;
2017;385;Fabricación de equipo profesional y científico. instrumentos de  medida y de control no clasificados en otra parte y aparatos  fotográficos e instrumentos de óptica;8.516;503;477;0;56.000;0.000;
2017;390;Otras industrias manufactureras;17.500;1.480;1.409;3;80.500;171.400;
2017;410;Electricidad. gas y vapor;67.919;3.837;3.630;15;53.400;220.900;
2017;420;Obras hidráulicas y suministro de agua;23.308;1.305;1.243;6;53.300;257.400;
2017;500;Construcción;449.630;55.075;52.948;97;117.800;215.700;
2017;611;Comercio al por mayor de productos alimentarios. bebidas y tabaco;115.861;7.457;7.191;13;62.100;112.200;
2017;612;Comercio al por mayor de productos alimentarios. bebidas y tabaco;26.649;2.454;2.384;4;89.500;150.100;
2017;613;Comercio al por mayor de textiles. prendas de vestir y cuero;19.714;810;786;0;39.900;0.000;
2017;614;Comercio al por mayor de madera. papel y derivados;26.037;1.646;1.583;2;60.800;76.800;
2017;615;Comercio al por mayor de sustancias químicas industriales y materias primas para la  elaboración de plásticos;66.419;3.365;3.190;11;48.000;165.600;
2017;616;Comercio al por mayor de porcelana. loza. vidrio. y materiales para la construcción;17.004;1.415;1.363;3;80.200;176.400;
2017;617;Comercio al por mayor de productos metálicos;14.944;1.275;1.208;1;80.800;66.900;
2017;618;Comercio al por mayor de motores. máquinas y equipos (industriales. comerciales y domésticos);64.274;2.837;2.673;6;41.600;93.400;
2017;619;Comercio al por mayor de productos no clasificados en otra parte;52.669;3.647;3.501;2;66.500;38.000;
2017;621;Comercio al por menor de productos alimentarios. bebidas y tabacos;108.973;6.976;6.755;5;62.000;45.900;
2017;622;Comercio al por menor de productos alimentarios. bebidas y tabacos;7.424;242;235;1;31.700;134.700;
2017;623;Comercio al por menor de textiles. prendas de vestir y cuero;85.847;2.642;2.517;5;29.300;58.200;
2017;624;Comercio al por menor de artículos no clasificados en otra parte;493.908;30.557;29.269;25;59.300;50.600;
2017;631;Expendio de comidas y bebidas en restaurantes. cafés y otros establecimientos con servicio de mesa y/o en mostrador;203.322;15.293;14.677;13;72.200;63.900;
2017;632;Servicios de alojamiento. comida y hospedaje prestados en hoteles. casas de huéspedes. campamentos y otros lugares  de alojamiento;65.206;4.694;4.441;3;68.100;46.000;
2017;711;Transporte terrestre;429.178;32.686;31.376;104;73.100;242.300;
2017;712;Transporte por agua;22.410;1.391;1.312;1;58.500;44.600;
2017;713;Transporte aéreo;20.335;1.300;1.226;0;60.300;0.000;
2017;719;Servicios conexos con los de transportes;96.529;8.476;8.205;7;85.000;72.500;
2017;720;Comunicaciones;111.056;6.819;6.561;5;59.100;45.000;
2017;810;Establecimientos y servicios financieros;156.256;2.762;2.571;2;16.500;12.800;
2017;820;Seguros;64.598;1.498;1.292;1;20.000;15.500;
2017;831;Bienes inmuebles;98.764;4.996;4.780;6;48.400;60.800;
2017;832;Servicios técnicos y profesionales excepto los sociales y comunales;544.358;26.122;24.789;54;45.500;99.200;
2017;833;Alquiler y arrendamiento de maquinaria y equipo;8.098;544;524;0;64.700;0.000;
2017;910;Administración pública y defensa;2.352.086;107.898;98.659;107;41.900;45.500;
2017;920;Servicios de saneamiento y similares;142.629;19.902;18.291;8;128.200;56.100;
2017;931;Instrucción y enseñanza;698.170;12.634;11.472;5;16.400;7.200;
2017;932;Investigación y ciencias;37.046;818;709;1;19.100;27.000;
2017;933;Servicios médicos y odontológicos; otros servicios de sanidad y veterinaria;326.274;23.601;17.357;3;53.200;9.200
2017;934;Servicios de asistencia social;28.410;3.051;2.863;1;100.800;35.200;
2017;935;Servicios de asociaciones comerciales. profesionales y laborales;203.087;9.969;7.706;6;37.900;29.500;
2017;939;Servicios sociales y comunales conexos no clasificados en otra parte;72.814;3.759;3.485;1;47.900;13.700;
2017;941;Servicios relacionados con películas cinematográficas. radio. televisión. obras y espectáculos teatrales y musicales. etc.;52.732;2.325;2.235;2;42.400;37.900;
2017;942;Servicios culturales de bibliotecas. museos. etc.;4.829;360;340;1;70.400;207.100;
2017;949;Servicios de diversión y esparcimiento no clasificados en otra parte;84.806;4.897;4.712;3;55.600;35.400;
2017;951;Servicios de reparación de artículos personales y de los hogares;24.678;2.290;2.158;3;87.400;121.600;
2017;952;Servicios de lavandería. establecimientos de limpieza y teñido;5.355;401;376;0;70.200;0.000;
2017;953*;Servicios domésticos;60.223;868;812;1;13.500;16.600;
2017;959;Servicios personales no clasificados en otra parte;65.677;4.054;3.826;4;58.300;60.900;
2017;0;Sin clasificar;90;2;2;0;22.200;0.000;
2017;;Sin datos;0;10;8;0;-;-;
2016;111;Producción agropecuaria;275.370;24.285;23.201;63;84.300;228.800;
2016;112;Servicios agropecuarios;47.478;3.012;2.885;5;60.800;105.300;
2016;113;Caza ordinaria y mediante trampas y repoblación de animales;93;8;7;0;75.600;0.000;
2016;121;Silvicultura;6.234;473;447;0;71.700;0.000;
2016;122;Extracción de madera;3.018;215;196;0;65.000;0.000;
2016;130;Pesca;12.882;2.010;1.845;8;143.200;621.000;
2016;210;Explotación de minas de carbón;3.021;233;226;0;74.800;0.000;
2016;220;Producción de petróleo crudo y gas natural;41.838;2.687;2.539;1;60.700;23.900;
2016;230;Extracción de minerales metálicos;10.082;424;342;0;33.900;0.000;
2016;290;Extracción de otros minerales;11.339;1.087;1.046;2;92.300;176.400;
2016;311;Fabricación de productos alimentarios excepto bebidas;271.065;26.699;25.041;36;92.400;132.800;
2016;312;Fabricación de productos alimentarios excepto bebidas;34.140;3.389;3.243;3;95.000;87.900;
2016;313;Industrias de bebidas;55.689;3.912;3.702;7;66.500;125.700;
2016;314;Industria del tabaco;6.710;285;253;0;37.700;0.000;
2016;321;Fabricación de textiles;61.789;5.448;5.058;11;81.900;178.000;
2016;322;Fabricación de prendas de vestir excepto calzado;47.446;2.788;2.608;3;55.000;63.200;
2016;323;Industria del cuero y productos de cuero y sucedáneos de cuero y pieles excepto calzado y otras prendas de vestir;11.075;1.307;1.242;0;112.100;0.000;
2016;324;Fabricación de calzado excepto el de caucho vulcanizado o moldeado  o de plástico;19.707;1.417;1.322;1;67.100;50.700;
2016;331;Industria de la madera y productos de madera y de corcho excepto muebles;26.967;3.045;2.887;3;107.100;111.200;
2016;332;Fabricación de muebles y accesorios excepto los que son  principalmente metálicos;16.622;1.691;1.588;2;95.500;120.300;
2016;341;Fabricación de papel y productos de papel;34.273;3.899;3.661;1;106.800;29.200;
2016;342;Imprentas. editoriales e industrias conexas;40.258;2.274;2.138;0;53.100;0.000;
2016;351;Fabricación de sustancias químicas industriales;24.351;1.374;1.293;0;53.100;0.000;
2016;352;Fabricación de productos químicos no clasificados en otra parte;92.237;6.406;5.916;6;64.100;65.000;
2016;353;Refinerías de petróleo;7.631;359;312;0;40.900;0.000;
2016;354;Fabricación de productos diversos derivados del petróleo y del carbón;2.096;124;120;0;57.200;0.000;
2016;355;Fabricación de productos de caucho;23.576;2.270;2.149;2;91.200;84.800;
2016;356;Fabricación de productos plásticos no clasificados en otra parte;51.785;5.920;5.610;3;108.300;57.900;
2016;361;Fabricación de objetos de barro. loza y porcelana;4.292;518;483;0;112.500;0.000;
2016;362;Fabricación de vidrio y productos de vidrio;7.219;949;875;0;121.200;0.000;
2016;369;Fabricación de otros productos minerales no metálicos;40.395;5.129;4.801;6;118.900;148.500;
2016;371;Industrias básicas de hierro y acero;27.178;2.698;2.287;2;84.100;73.600;
2016;372;Industrias básicas de metales no férreos;9.923;1.144;1.046;1;105.400;100.800;
2016;381;Fabricación de productos metálicos exceptuando maquinaria y equipo;98.253;12.542;11.813;14;120.200;142.500;
2016;382;Construcción de maquinaria exceptuando la eléctrica;55.977;6.367;5.938;5;106.100;89.300;
2016;383;Construcción de maquinaria. aparatos. accesorios y suministros eléctricos;53.801;4.680;4.335;3;80.600;55.800;
2016;384;Construcción de material de transporte;105.188;11.312;10.275;10;97.700;95.100;
2016;385;Fabricación de equipo profesional y científico. instrumentos de  medida y de control no clasificados en otra parte y aparatos  fotográficos e instrumentos de óptica;8.807;564;522;1;59.300;113.600;
2016;390;Otras industrias manufactureras;18.075;1.588;1.487;2;82.300;110.600;
2016;410;Electricidad. gas y vapor;65.449;3.685;3.442;17;52.600;259.700;
2016;420;Obras hidráulicas y suministro de agua;22.572;1.387;1.325;5;58.700;221.500;
2016;500;Construcción;419.989;53.069;50.380;92;120.000;219.100;
2016;611;Comercio al por mayor de productos alimentarios. bebidas y tabaco;114.949;7.752;7.409;12;64.500;104.400;
2016;612;Comercio al por mayor de productos alimentarios. bebidas y tabaco;26.476;2.831;2.727;8;103.000;302.200;
2016;613;Comercio al por mayor de textiles. prendas de vestir y cuero;19.689;796;754;0;38.300;0.000;
2016;614;Comercio al por mayor de madera. papel y derivados;26.096;1.799;1.736;2;66.500;76.600;
2016;615;Comercio al por mayor de sustancias químicas industriales y materias primas para la  elaboración de plásticos;64.575;3.501;3.324;5;51.500;77.400;
2016;616;Comercio al por mayor de porcelana. loza. vidrio. y materiales para la construcción;17.537;1.559;1.489;0;84.900;0.000;
2016;617;Comercio al por mayor de productos metálicos;15.026;1.381;1.316;0;87.600;0.000;
2016;618;Comercio al por mayor de motores. máquinas y equipos (industriales. comerciales y domésticos);65.556;2.810;2.653;3;40.500;45.800;
2016;619;Comercio al por mayor de productos no clasificados en otra parte;49.792;3.626;3.461;5;69.500;100.400;
2016;621;Comercio al por menor de productos alimentarios. bebidas y tabacos;105.711;7.352;7.058;7;66.800;66.200;
2016;622;Comercio al por menor de productos alimentarios. bebidas y tabacos;7.602;278;273;0;35.900;0.000;
2016;623;Comercio al por menor de textiles. prendas de vestir y cuero;87.669;2.873;2.734;0;31.200;0.000;
2016;624;Comercio al por menor de artículos no clasificados en otra parte;491.558;31.837;30.245;19;61.500;38.700;
2016;631;Expendio de comidas y bebidas en restaurantes. cafés y otros establecimientos con servicio de mesa y/o en mostrador;198.029;14.823;14.102;17;71.200;85.800;
2016;632;Servicios de alojamiento. comida y hospedaje prestados en hoteles. casas de huéspedes. campamentos y otros lugares  de alojamiento;66.327;4.830;4.540;5;68.400;75.400;
2016;711;Transporte terrestre;437.668;35.946;34.129;85;78.000;194.200;
2016;712;Transporte por agua;22.149;1.698;1.597;3;72.100;135.400;
2016;713;Transporte aéreo;19.972;1.267;1.172;0;58.700;0.000;
2016;719;Servicios conexos con los de transportes;91.937;9.477;8.977;6;97.600;65.300;
2016;720;Comunicaciones;107.145;7.482;7.093;9;66.200;84.000;
2016;810;Establecimientos y servicios financieros;153.466;2.921;2.682;2;17.500;13.000;
2016;820;Seguros;64.659;1.559;1.339;0;20.700;0.000;
2016;831;Bienes inmuebles;99.187;5.552;5.237;8;52.800;80.700;
2016;832;Servicios técnicos y profesionales excepto los sociales y comunales;545.108;27.399;25.595;38;47.000;69.700;
2016;833;Alquiler y arrendamiento de maquinaria y equipo;8.347;649;613;1;73.400;119.800;
2016;910;Administración pública y defensa;2.309.163;111.005;101.378;104;43.900;45.000;
2016;920;Servicios de saneamiento y similares;134.493;19.564;17.907;11;133.100;81.800;
2016;931;Instrucción y enseñanza;683.711;13.115;11.756;4;17.200;5.900;
2016;932;Investigación y ciencias;36.347;892;767;2;21.100;55.000;
2016;933;Servicios médicos y odontológicos; otros servicios de sanidad y veterinaria;299.613;24.419;18.070;4;60.300;13.400
2016;934;Servicios de asistencia social;29.412;3.025;2.818;0;95.800;0.000;
2016;935;Servicios de asociaciones comerciales. profesionales y laborales;200.405;10.675;8.040;12;40.100;59.900;
2016;939;Servicios sociales y comunales conexos no clasificados en otra parte;75.698;3.967;3.670;1;48.500;13.200;
2016;941;Servicios relacionados con películas cinematográficas. radio. televisión. obras y espectáculos teatrales y musicales. etc.;51.734;2.494;2.370;0;45.800;0.000;
2016;942;Servicios culturales de bibliotecas. museos. etc.;4.383;314;304;0;69.400;0.000;
2016;949;Servicios de diversión y esparcimiento no clasificados en otra parte;85.380;5.441;5.210;4;61.000;46.800;
2016;951;Servicios de reparación de artículos personales y de los hogares;25.573;2.399;2.261;1;88.400;39.100;
2016;952;Servicios de lavandería. establecimientos de limpieza y teñido;5.718;477;423;0;74.000;0.000;
2016;953*;Servicios domésticos;66.636;1.432;1.328;0;19.900;0.000;
2016;959;Servicios personales no clasificados en otra parte;70.665;4.534;4.289;8;60.700;113.200;
2016;0;Sin clasificar;139;11;11;0;79.000;0.000;
2016;;Sin datos;0;11;10;0;-;-;
2015;111;Producción agropecuaria;283.416;26.033;24.624;54;86.900;190.500;
2015;112;Servicios agropecuarios;43.671;3.187;2.989;8;68.400;183.200;
2015;113;Caza ordinaria y mediante trampas y repoblación de animales;81;4;4;0;49.400;0.000;
2015;121;Silvicultura;7.770;709;674;2;86.700;257.400;
2015;122;Extracción de madera;1.955;125;113;1;57.800;511.600;
2015;130;Pesca;13.436;2.647;2.383;7;177.400;521.000;
2015;210;Explotación de minas de carbón;3.004;301;286;1;95.200;332.900;
2015;220;Producción de petróleo crudo y gas natural;30.957;2.152;2.028;0;65.500;0.000;
2015;230;Extracción de minerales metálicos;22.092;1.695;1.560;2;70.600;90.500;
2015;290;Extracción de otros minerales;11.594;1.178;1.089;5;93.900;431.300;
2015;311;Fabricación de productos alimentarios excepto bebidas;268.397;28.384;26.175;23;97.500;85.700;
2015;312;Fabricación de productos alimentarios excepto bebidas;35.600;3.864;3.642;5;102.300;140.400;
2015;313;Industrias de bebidas;54.485;4.456;4.186;4;76.800;73.400;
2015;314;Industria del tabaco;6.971;309;260;2;37.300;286.900;
2015;321;Fabricación de textiles;62.122;6.333;5.841;6;94.000;96.600;
2015;322;Fabricación de prendas de vestir excepto calzado;47.939;3.134;2.906;1;60.600;20.900;
2015;323;Industria del cuero y productos de cuero y sucedáneos de cuero y pieles excepto calzado y otras prendas de vestir;11.254;1.682;1.575;2;140.000;177.700;
2015;324;Fabricación de calzado excepto el de caucho vulcanizado o moldeado  o de plástico;26.045;1.968;1.822;2;70.000;76.800;
2015;331;Industria de la madera y productos de madera y de corcho excepto muebles;27.804;3.255;3.050;8;109.700;287.700;
2015;332;Fabricación de muebles y accesorios excepto los que son  principalmente metálicos;16.562;1.948;1.852;7;111.800;422.600;
2015;341;Fabricación de papel y productos de papel;32.373;4.109;3.826;5;118.200;154.500;
2015;342;Imprentas. editoriales e industrias conexas;41.452;2.488;2.322;2;56.000;48.200;
2015;351;Fabricación de sustancias químicas industriales;27.273;1.529;1.407;1;51.600;36.700;
2015;352;Fabricación de productos químicos no clasificados en otra parte;89.974;6.692;6.124;1;68.100;11.100;
2015;353;Refinerías de petróleo;9.269;430;385;1;41.500;107.900;
2015;354;Fabricación de productos diversos derivados del petróleo y del carbón;1.065;93;92;0;86.400;0.000;
2015;355;Fabricación de productos de caucho;16.547;2.188;2.019;1;122.000;60.400;
2015;356;Fabricación de productos plásticos no clasificados en otra parte;50.816;6.329;5.954;5;117.200;98.400;
2015;361;Fabricación de objetos de barro. loza y porcelana;4.650;760;690;0;148.400;0.000;
2015;362;Fabricación de vidrio y productos de vidrio;7.064;1.099;1.031;1;146.000;141.600;
