AÑO; CIIU;Descripción;Personas trabajadoras con cobertura (promedio);Total de casos notificados;Casos con días de baja y secuelas incapacitantes;Personas trabajadoras fallecidas;Índice de incidencia [1];Índice de incidencia de casos mortales [2];
2012;935;Servicios de asociaciones comerciales. profesionales y laborales;192.840;8.629;6.060;7;31.400;36.300;
2012;939;Servicios sociales y comunales conexos no clasificados en otra parte;76.602;3.779;3.404;5;44.400;65.300;
2012;941;Servicios relacionados con películas cinematográficas. radio. televisión. obras y espectáculos teatrales y musicales. etc.;49.933;2.584;2.397;1;48.000;20.000;
2012;942;Servicios culturales de bibliotecas. museos. etc.;3.127;190;176;1;56.300;319.800;
2012;949;Servicios de diversión y esparcimiento no clasificados en otra parte;80.514;5.973;5.555;5;69.000;62.100;
2012;951;Servicios de reparación de artículos personales y de los hogares;32.124;3.468;3.213;2;100.000;62.300;
2012;952;Servicios de lavandería. establecimientos de limpieza y teñido;6.183;535;488;-;78.900;-;
2012;953;Servicios domésticos;12.923;2.013;1.874;3;145.000;232.100;
2012;959;Servicios personales no clasificados en otra parte;114.358;13.447;12.803;8;112.000;70.000;
2012;0;Sin clasificar;4.986;800;775;1;155.400;200.600;
2012;;Sin datos;-;323;132;-;-;-;
2011;111;Producción agropecuaria;291.994;30.158;28.150;86;96.400;294.500;
2011;112;Servicios agropecuarios;39.926;4.167;3.889;8;97.400;200.400;
2011;113;Caza ordinaria y mediante trampas y repoblación de animales;114;5;4;0;35.200;-;
2011;121;Silvicultura;8.111;1.004;922;3;113.700;369.900;
2011;122;Extracción de madera;2.238;276;251;1;112.200;446.900;
2011;130;Pesca;14.397;2.579;2.362;2;164.100;138.900;
2011;210;Explotación de minas de carbón;2.051;280;274;0;133.600;-;
2011;220;Producción de petróleo crudo y gas natural;24.362;1.072;988;2;40.600;82.100;
2011;230;Extracción de minerales metálicos;15.438;1.047;934;7;60.500;453.400;
2011;290;Extracción de otros minerales;11.714;1.347;1.230;4;105.000;341.500;
2011;311;Fabricación de productos alimentarios excepto bebidas;259.212;32.917;29.643;31;114.400;119.600;
2011;312;Fabricación de productos alimentarios excepto bebidas;31.910;3.380;3.120;4;97.800;125.400;
2011;313;Industrias de bebidas;50.131;5.084;4.716;5;94.100;99.700;
2011;314;Industria del tabaco;7.160;414;360;0;50.300;-;
2011;321;Fabricación de textiles;63.903;7.180;6.622;6;103.600;93.900;
2011;322;Fabricación de prendas de vestir excepto calzado;49.715;3.048;2.809;2;56.500;40.200;
2011;323;Industria del cuero y productos de cuero y sucedáneos de cuero y pieles excepto calzado y otras prendas de vestir;13.201;1.808;1.664;0;126.100;-;
2011;324;Fabricación de calzado excepto el de caucho vulcanizado o moldeado  o de plástico;25.806;1.998;1.832;0;71.000;-;
2011;331;Industria de la madera y productos de madera y de corcho excepto muebles;31.375;4.546;4.212;12;134.200;382.500;
2011;332;Fabricación de muebles y accesorios excepto los que son  principalmente metálicos;16.620;2.317;2.144;0;129.000;-;
2011;341;Fabricación de papel y productos de papel;31.980;4.263;3.870;4;121.000;125.100;
2011;342;Imprentas. editoriales e industrias conexas;44.569;2.918;2.720;1;61.000;22.400;
2011;351;Fabricación de sustancias químicas industriales;17.910;1.408;1.266;1;70.700;55.800;
2011;352;Fabricación de productos químicos no clasificados en otra parte;83.059;6.433;5.917;8;71.200;96.300;
2011;353;Refinerías de petróleo;5.791;337;293;0;50.600;-;
2011;354;Fabricación de productos diversos derivados del petróleo y del carbón;1.155;136;125;0;108.200;-;
2011;355;Fabricación de productos de caucho;15.208;1.759;1.573;2;103.400;131.500;
2011;356;Fabricación de productos plásticos no clasificados en otra parte;47.279;6.203;5.833;5;123.400;105.800;
2011;361;Fabricación de objetos de barro. loza y porcelana;2.587;437;398;0;153.800;-;
2011;362;Fabricación de vidrio y productos de vidrio;6.397;1.321;1.241;0;194.000;-;
2011;369;Fabricación de otros productos minerales no metálicos;31.075;4.502;4.107;8;132.200;257.400;
2011;371;Industrias básicas de hierro y acero;30.662;4.087;3.254;4;106.100;130.500;
2011;372;Industrias básicas de metales no férreos;8.955;1.248;1.150;1;128.400;111.700;
2011;381;Fabricación de productos metálicos exceptuando maquinaria y equipo;97.206;15.858;14.591;20;150.100;205.700;
2011;382;Construcción de maquinaria exceptuando la eléctrica;57.253;8.414;7.599;9;132.700;157.200;
2011;383;Construcción de maquinaria. aparatos. accesorios y suministros eléctricos;50.121;5.185;4.746;4;94.700;79.800;
2011;384;Construcción de material de transporte;102.149;15.346;13.746;10;134.600;97.900;
2011;385;Fabricación de equipo profesional y científico. instrumentos de  medida y de control no clasificados en otra parte y aparatos  fotográficos e instrumentos de óptica;9.327;637;582;0;62.400;-;
2011;390;Otras industrias manufactureras;22.522;2.430;2.258;4;100.300;177.600;
2011;410;Electricidad. gas y vapor;50.804;2.853;2.629;12;51.700;236.200;
2011;420;Obras hidráulicas y suministro de agua;17.387;1.340;1.234;2;71.000;115.000;
2011;500;Construcción;451.948;73.283;68.397;131;151.300;289.900;
2011;611;Comercio al por mayor de productos alimentarios. bebidas y tabaco;113.517;9.293;8.633;24;76.100;211.400;
2011;612;Comercio al por mayor de productos alimentarios. bebidas y tabaco;22.545;2.946;2.798;4;124.100;177.400;
2011;613;Comercio al por mayor de textiles. prendas de vestir y cuero;22.644;1.155;1.090;1;48.100;44.200;
2011;614;Comercio al por mayor de madera. papel y derivados;25.536;2.035;1.877;3;73.500;117.500;
2011;615;Comercio al por mayor de sustancias químicas industriales y materias primas para la  elaboración de plásticos;70.481;4.687;4.329;5;61.400;70.900;
2011;616;Comercio al por mayor de porcelana. loza. vidrio. y materiales para la construcción;17.549;1.940;1.821;2;103.800;114.000;
2011;617;Comercio al por mayor de productos metálicos;14.176;1.766;1.666;1;117.500;70.500;
2011;618;Comercio al por mayor de motores. máquinas y equipos (industriales. comerciales y domésticos);70.445;3.722;3.379;5;48.000;71.000;
2011;619;Comercio al por mayor de productos no clasificados en otra parte;46.256;3.656;3.424;5;74.000;108.100;
2011;621;Comercio al por menor de productos alimentarios. bebidas y tabacos;85.985;7.366;6.907;8;80.300;93.000;
2011;622;Comercio al por menor de productos alimentarios. bebidas y tabacos;21.442;1.173;1.092;0;50.900;-;
2011;623;Comercio al por menor de textiles. prendas de vestir y cuero;86.091;3.032;2.804;4;32.600;46.500;
2011;624;Comercio al por menor de artículos no clasificados en otra parte;461.902;35.977;33.660;36;72.900;77.900;
2011;631;Expendio de comidas y bebidas en restaurantes. cafés y otros establecimientos con servicio de mesa y/o en mostrador;174.140;14.926;13.817;16;79.300;91.900;
2011;632;Servicios de alojamiento. comida y hospedaje prestados en hoteles. casas de huéspedes. campamentos y otros lugares  de alojamiento;63.535;5.208;4.874;3;76.700;47.200;
2011;711;Transporte terrestre;400.372;43.730;40.838;145;102.000;362.200;
2011;712;Transporte por agua;20.031;1.908;1.716;4;85.700;199.700;
2011;713;Transporte aéreo;18.154;1.147;1.066;5;58.700;275.400;
2011;719;Servicios conexos con los de transportes;56.708;4.292;3.994;9;70.400;158.700;
2011;720;Comunicaciones;89.282;5.708;5.211;6;58.400;67.200;
2011;810;Establecimientos y servicios financieros;144.016;2.827;2.496;3;17.300;20.800;
2011;820;Seguros;55.312;1.586;1.328;0;24.000;-;
2011;831;Bienes inmuebles;88.283;5.197;4.856;6;55.000;68.000;
2011;832;Servicios técnicos y profesionales excepto los sociales y comunales;585.231;43.925;40.624;64;69.400;109.400;
2011;833;Alquiler y arrendamiento de maquinaria y equipo;8.114;806;749;0;92.300;-;
2011;910;Administración pública y defensa;1.817.149;94.766;84.932;111;46.700;61.100;
2011;920;Servicios de saneamiento y similares;108.675;20.274;18.277;12;168.200;110.400;
2011;931;Instrucción y enseñanza;591.798;11.604;10.169;5;17.200;8.400;
2011;932;Investigación y ciencias;50.232;804;724;0;14.400;-;
2011;933;Servicios médicos y odontológicos; otros servicios de sanidad y veterinaria;262.769;20.958;15.571;7;59.300;26.600
2011;934;Servicios de asistencia social;26.139;3.389;3.110;4;119.000;153.000;
2011;935;Servicios de asociaciones comerciales. profesionales y laborales;151.144;8.118;5.814;15;38.500;99.200;
2011;939;Servicios sociales y comunales conexos no clasificados en otra parte;82.898;3.693;3.268;5;39.400;60.300;
2011;941;Servicios relacionados con películas cinematográficas. radio. televisión. obras y espectáculos teatrales y musicales. etc.;47.715;2.445;2.286;2;47.900;41.900;
2011;942;Servicios culturales de bibliotecas. museos. etc.;4.142;153;138;0;33.300;-;
2011;949;Servicios de diversión y esparcimiento no clasificados en otra parte;75.227;5.828;5.399;3;71.800;39.900;
2011;951;Servicios de reparación de artículos personales y de los hogares;32.944;3.656;3.351;3;101.700;91.100;
2011;952;Servicios de lavandería. establecimientos de limpieza y teñido;6.285;540;480;0;76.400;-;
2011;953;Servicios domésticos;9.627;1.215;1.124;0;116.800;-;
2011;959;Servicios personales no clasificados en otra parte;122.405;13.706;13.062;13;106.700;106.200;
2011;0;Sin clasificar;16.082;2.628;2.563;5;159.400;310.900;
2011;;Sin datos;0;278;150;0;-;-;
2010;111;Producción agropecuaria;280.497;29.621;27.194;80;96.900;285.200;
2010;112;Servicios agropecuarios;37.247;3.697;3.446;11;92.500;295.300;
2010;113;Caza ordinaria y mediante trampas y repoblación de animales;97;5;4;-;41.300;-;
2010;121;Silvicultura;7.931;1.089;999;3;126.000;378.300;
2010;122;Extracción de madera;2.136;265;248;1;116.100;468.300;
2010;130;Pesca;13.435;2.553;2.238;8;166.600;595.400;
2010;210;Explotación de minas de carbón;1.940;264;247;-;127.300;-;
2010;220;Producción de petróleo crudo y gas natural;23.284;1.031;930;2;39.900;85.900;
2010;230;Extracción de minerales metálicos;12.923;888;736;1;57.000;77.400;
2010;290;Extracción de otros minerales;10.957;1.331;1.214;7;110.800;638.800;
2010;311;Fabricación de productos alimentarios excepto bebidas;252.808;31.838;28.585;28;113.100;110.800;
2010;312;Fabricación de productos alimentarios excepto bebidas;29.656;3.203;2.938;2;99.100;67.400;
2010;313;Industrias de bebidas;49.052;4.917;4.509;9;91.900;183.500;
2010;314;Industria del tabaco;6.851;425;335;1;48.900;146.000;
2010;321;Fabricación de textiles;63.109;7.077;6.435;5;102.000;79.200;
2010;322;Fabricación de prendas de vestir excepto calzado;48.290;3.044;2.772;1;57.400;20.700;
2010;323;Industria del cuero y productos de cuero y sucedáneos de cuero y pieles excepto calzado y otras prendas de vestir;13.960;1.909;1.724;3;123.500;214.900;
2010;324;Fabricación de calzado excepto el de caucho vulcanizado o moldeado  o de plástico;25.402;1.904;1.649;1;64.900;39.400;
2010;331;Industria de la madera y productos de madera y de corcho excepto muebles;30.319;4.471;4.053;6;133.700;197.900;
2010;332;Fabricación de muebles y accesorios excepto los que son  principalmente metálicos;15.542;2.016;1.852;-;119.200;-;
2010;341;Fabricación de papel y productos de papel;31.474;3.998;3.612;4;114.800;127.100;
2010;342;Imprentas. editoriales e industrias conexas;43.059;2.702;2.491;2;57.900;46.400;
2010;351;Fabricación de sustancias químicas industriales;17.928;1.304;1.159;2;64.600;111.600;
2010;352;Fabricación de productos químicos no clasificados en otra parte;80.972;6.177;5.617;1;69.400;12.300;
2010;353;Refinerías de petróleo;5.550;362;301;-;54.200;-;
2010;354;Fabricación de productos diversos derivados del petróleo y del carbón;1.368;183;162;1;118.400;730.900;
2010;355;Fabricación de productos de caucho;14.142;1.609;1.405;4;99.400;282.900;
2010;356;Fabricación de productos plásticos no clasificados en otra parte;44.489;5.627;5.225;2;117.400;45.000;
2010;361;Fabricación de objetos de barro. loza y porcelana;2.270;294;256;-;112.800;-;
2010;362;Fabricación de vidrio y productos de vidrio;5.875;1.029;943;-;160.500;-;
2010;369;Fabricación de otros productos minerales no metálicos;29.262;4.049;3.686;8;126.000;273.400;
2010;371;Industrias básicas de hierro y acero;29.909;3.589;2.948;3;98.600;100.300;
2010;372;Industrias básicas de metales no férreos;8.614;1.224;1.120;-;130.000;-;
2010;381;Fabricación de productos metálicos exceptuando maquinaria y equipo;91.254;14.210;13.034;17;142.800;186.300;
2010;382;Construcción de maquinaria exceptuando la eléctrica;55.102;7.949;7.207;13;130.800;235.900;
2010;383;Construcción de maquinaria. aparatos. accesorios y suministros eléctricos;44.461;4.560;4.136;5;93.000;112.500;
2010;384;Construcción de material de transporte;92.925;13.722;12.031;4;129.500;43.000;
2010;385;Fabricación de equipo profesional y científico. instrumentos de  medida y de control no clasificados en otra parte y aparatos  fotográficos e instrumentos de óptica;9.164;643;582;1;63.500;109.100;
2010;390;Otras industrias manufactureras;22.881;2.417;2.205;1;96.400;43.700;
2010;410;Electricidad. gas y vapor;49.189;2.715;2.433;6;49.500;122.000;
2010;420;Obras hidráulicas y suministro de agua;16.938;1.228;1.134;2;67.000;118.100;
2010;500;Construcción;411.791;66.234;61.126;114;148.400;276.800;
2010;611;Comercio al por mayor de productos alimentarios. bebidas y tabaco;111.912;9.330;8.583;19;76.700;169.800;
2010;612;Comercio al por mayor de productos alimentarios. bebidas y tabaco;21.620;2.905;2.756;4;127.500;185.000;
2010;613;Comercio al por mayor de textiles. prendas de vestir y cuero;19.130;898;822;1;43.000;52.300;
2010;614;Comercio al por mayor de madera. papel y derivados;25.093;2.037;1.887;2;75.200;79.700;
2010;615;Comercio al por mayor de sustancias químicas industriales y materias primas para la  elaboración de plásticos;62.090;4.140;3.794;10;61.100;161.100;
2010;616;Comercio al por mayor de porcelana. loza. vidrio. y materiales para la construcción;16.465;1.788;1.665;1;101.100;60.700;
2010;617;Comercio al por mayor de productos metálicos;13.015;1.598;1.471;1;113.000;76.800;
2010;618;Comercio al por mayor de motores. máquinas y equipos (industriales. comerciales y domésticos);63.560;3.207;2.926;6;46.000;94.400;
2010;619;Comercio al por mayor de productos no clasificados en otra parte;43.044;3.142;2.914;4;67.700;92.900;
2010;621;Comercio al por menor de productos alimentarios. bebidas y tabacos;83.189;7.225;6.678;12;80.300;144.200;
2010;622;Comercio al por menor de productos alimentarios. bebidas y tabacos;22.214;1.143;1.061;1;47.800;45.000;
2010;623;Comercio al por menor de textiles. prendas de vestir y cuero;81.428;2.879;2.623;6;32.200;73.700;
2010;624;Comercio al por menor de artículos no clasificados en otra parte;435.495;33.911;31.417;42;72.100;96.400;
2010;631;Expendio de comidas y bebidas en restaurantes. cafés y otros establecimientos con servicio de mesa y/o en mostrador;167.214;14.059;12.937;20;77.400;119.600;
2010;632;Servicios de alojamiento. comida y hospedaje prestados en hoteles. casas de huéspedes. campamentos y otros lugares  de alojamiento;61.239;4.816;4.449;6;72.600;98.000;
2010;711;Transporte terrestre;385.636;41.100;37.869;113;98.200;293.000;
2010;712;Transporte por agua;18.000;1.765;1.550;2;86.100;111.100;
2010;713;Transporte aéreo;15.962;997;915;3;57.300;187.900;
2010;719;Servicios conexos con los de transportes;51.693;4.061;3.737;6;72.300;116.100;
2010;720;Comunicaciones;88.407;5.397;4.867;4;55.100;45.200;
2010;810;Establecimientos y servicios financieros;138.149;2.652;2.355;1;17.000;7.200;
2010;820;Seguros;50.074;1.320;1.069;2;21.300;39.900;
2010;831;Bienes inmuebles;84.152;4.961;4.592;5;54.600;59.400;
2010;832;Servicios técnicos y profesionales excepto los sociales y comunales;564.401;43.079;39.501;65;70.000;115.200;
2010;833;Alquiler y arrendamiento de maquinaria y equipo;7.299;617;556;;76.200;0.000;
2010;910;Administración pública y defensa;1.779.729;90.273;80.580;107;45.300;60.100;
2010;920;Servicios de saneamiento y similares;103.307;19.183;17.278;9;167.200;87.100;
2010;931;Instrucción y enseñanza;570.817;11.167;9.806;3;17.200;5.300;
2010;932;Investigación y ciencias;51.771;899;739;1;14.300;19.300;
2010;933;Servicios médicos y odontológicos; otros servicios de sanidad y veterinaria;250.845;20.242;14.634;13;58.300;51.800
2010;934;Servicios de asistencia social;25.177;2.942;2.633;4;104.600;158.900;
2010;935;Servicios de asociaciones comerciales. profesionales y laborales;142.220;7.366;5.177;10;36.400;70.300;
2010;939;Servicios sociales y comunales conexos no clasificados en otra parte;81.579;3.997;3.563;2;43.700;24.500;
2010;941;Servicios relacionados con películas cinematográficas. radio. televisión. obras y espectáculos teatrales y musicales. etc.;46.263;2.436;2.227;2;48.100;43.200;
2010;942;Servicios culturales de bibliotecas. museos. etc.;3.920;159;151;-;38.500;-;
2010;949;Servicios de diversión y esparcimiento no clasificados en otra parte;71.830;5.520;5.045;8;70.200;111.400;
2010;951;Servicios de reparación de artículos personales y de los hogares;33.531;3.786;3.479;4;103.800;119.300;
2010;952;Servicios de lavandería. establecimientos de limpieza y teñido;6.522;642;585;-;89.700;-;
2010;953;Servicios domésticos;10.335;1.702;1.573;-;152.200;-;
2010;959;Servicios personales no clasificados en otra parte;104.037;9.992;9.067;10;87.200;96.100;
2010;0;Sin clasificar;20.504;3.727;3.544;3;172.800;146.300;
2010;;Sin datos;1;333;166;-;-;-;
